song_name,duration_ms,popularity,preview_url,artists,album_name,album_type,release_date,total_tracks,album_cover_url
Using You,208372,66,https://p.scdn.co/mp3-preview/c422bc045acb3e28ccb7fb009b759c4ac96d9f8a?cid=38e2a4a43dbf4f63a749947cbcb26e74,Mars Argo,Using You,single,2023-11-13,1,https://i.scdn.co/image/ab67616d0000b273abb30e6f7c89ba2d61a3cbb0
Forever,230725,51,https://p.scdn.co/mp3-preview/a96c8c8fa7e98ef50aeebe8ed3e681639c8aec1c?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,THE WAR - The 4th Album,album,2017-07-18,9,https://i.scdn.co/image/ab67616d0000b273b787b5b8c27a5dbd360c0f59
遥か彼方,243346,68,https://p.scdn.co/mp3-preview/67575e6b4344aff6ceed41d114b23b1f51c8befa?cid=38e2a4a43dbf4f63a749947cbcb26e74,ASIAN KUNG-FU GENERATION,BEST HIT AKG,album,2012-01-18,17,https://i.scdn.co/image/ab67616d0000b2731f7e4a14a894499462aa82ce
Night Falls,188217,65,,Descendants 3 – Cast,Descendants 3 (Original TV Movie Soundtrack),compilation,2019-08-02,13,https://i.scdn.co/image/ab67616d0000b273668a1a1e508d6406daa0179a
ギンガムチェック,325306,41,https://p.scdn.co/mp3-preview/235502f61cfc68dbe86d1dbe04de2785ec1c5124?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKB48,次の足跡 Type A <初回限定盤>,album,2014-01-22,25,https://i.scdn.co/image/ab67616d0000b2739d7778a0dded534f3b95145e
Who...Am I ?,97506,28,https://p.scdn.co/mp3-preview/1d72bf26e87470f34beb429c4ca5a0f394d9895b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Nobuo Uematsu,FINAL FANTASY VII Original Soundtrack,album,1997-02-10,85,https://i.scdn.co/image/ab67616d0000b273012c8e26756d42328f4ec683
The World's Continuation,287986,60,,Ado,UTA'S SONGS ONE PIECE FILM RED,album,2022-08-10,8,https://i.scdn.co/image/ab67616d0000b2730cbecafa929898c82adc519c
Title Theme (From Pikmin 4),116553,36,https://p.scdn.co/mp3-preview/5744f36d454091d424323a14e36ea40c400ded85?cid=38e2a4a43dbf4f63a749947cbcb26e74,Tim Burnelis,Title Theme (From Pikmin 4),single,2023-07-18,1,https://i.scdn.co/image/ab67616d0000b2737a675f546d7f6a22783e7f03
"2:00 AM (From ""Animal Crossing: Wild World"")",114567,37,https://p.scdn.co/mp3-preview/2220b06b6963c2a845b6aa47184bad6dfb36c69a?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kenzie Smith Piano,"Video Game Music Collection Piano Solo, Vol. 1",album,2016-05-03,22,https://i.scdn.co/image/ab67616d0000b273d0e88416d0b4d85a15737dce
Maps,189960,87,,Maroon 5,V,album,2014-09-02,12,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c
Earth Song,406040,70,https://p.scdn.co/mp3-preview/157f99d03fa5ca3be181d1a0a453ebba7441fd87?cid=38e2a4a43dbf4f63a749947cbcb26e74,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,1995-06-16,30,https://i.scdn.co/image/ab67616d0000b273d0593178c6c2594693ee34b7
one night,166859,36,https://p.scdn.co/mp3-preview/c33fcb2ef213a8e20b5ce57161593ea4a5d8996a?cid=38e2a4a43dbf4f63a749947cbcb26e74,csurf,one night,single,2023-01-05,1,https://i.scdn.co/image/ab67616d0000b273329a1a9ed33054c06b2e25a9
Kirby benz,152571,42,https://p.scdn.co/mp3-preview/2166dce278b7f372f81cc33e8c09875725659763?cid=38e2a4a43dbf4f63a749947cbcb26e74,dedwrite,Kirby benz,single,2022-07-01,1,https://i.scdn.co/image/ab67616d0000b27338a950330c6bdb0d7f896c98
My Everything,221240,43,,NCT,NCT RESONANCE Pt. 2 - The 2nd Album,album,2020-11-23,21,https://i.scdn.co/image/ab67616d0000b273a8f520a58790e872d0007e2e
My Time OMORI ver. (Kikuo cover) (feat. 初音ミク),164417,45,https://p.scdn.co/mp3-preview/cb97613cb354b767e26c2e843a4de988ee24a61d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kikuo,きくおミク7,album,2023-03-24,11,https://i.scdn.co/image/ab67616d0000b273a631d787005137bb87709b04
Inferno,234053,41,https://p.scdn.co/mp3-preview/9597c91e696c32cf9f00cad5e76717b239106686?cid=38e2a4a43dbf4f63a749947cbcb26e74,Hiroyuki Sawano,「プロメア」オリジナルサウンドトラック,album,2019-05-24,21,https://i.scdn.co/image/ab67616d0000b27392e760cccf78aa16e6066367
"Humoresque, Op. 101, No. 7",230826,46,https://p.scdn.co/mp3-preview/564a17c8a797d6e7595eaa03ab6d2f82994df544?cid=38e2a4a43dbf4f63a749947cbcb26e74,Antonín Dvořák,Dvorak,album,2018-12-14,5,https://i.scdn.co/image/ab67616d0000b2734ebce89bee4143bb971e8d9b
遥か,181735,56,https://p.scdn.co/mp3-preview/178028125a24d7d19079e9d3a25a95ab8be73767?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ryujin Kiyoshi,遥か,single,2023-10-13,1,https://i.scdn.co/image/ab67616d0000b273f012506fa89ff3a437806df1
憧れのセーシェル諸島,368013,51,,Masayoshi Takanaka,SEYCHELLES,album,1976,8,https://i.scdn.co/image/ab67616d0000b2733174a9f789d91a20d3ef14aa
Song From A Secret Garden,214786,60,,Secret Garden,Songs From A Secret Garden,album,1995-01-01,13,https://i.scdn.co/image/ab67616d0000b273f6f617b216083701b6cb952c
Moongrains,145842,47,https://p.scdn.co/mp3-preview/1990c642a1d09d6e0fb43dc0fe73b1d19e1e2536?cid=38e2a4a43dbf4f63a749947cbcb26e74,Laura Shigihara,Plants Vs. Zombies (Original Video Game Soundtrack),album,2010-11-22,29,https://i.scdn.co/image/ab67616d0000b273486983be2d3af3d6d09d20d4
Silver Dream,282861,11,https://p.scdn.co/mp3-preview/d197451068fd3ab0b424cbddfaf64732f72e6955?cid=38e2a4a43dbf4f63a749947cbcb26e74,Aki Rei,Vain Poetry,album,2024-01-12,7,https://i.scdn.co/image/ab67616d0000b273120685ce2fe8b66adb2385bb
gravity,203233,34,https://p.scdn.co/mp3-preview/e5546011f8c273b981bd5d94bcfaeeb8ee295045?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yoko Kanno,WOLF'S RAIN,album,2003-03-29,21,https://i.scdn.co/image/ab67616d0000b2732da657d6c13566c326681d2f
Syncopation - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,321767,47,https://p.scdn.co/mp3-preview/2a9b24d07f34ac8cba518efa00d8b55c60bb488a?cid=38e2a4a43dbf4f63a749947cbcb26e74,BABYMETAL,LEGEND – METAL GALAXY [DAY 2],album,2020-09-09,12,https://i.scdn.co/image/ab67616d0000b273ec16819e7909f08fbbbf784d
STARGAZER ~Hoshi no Tobira,267906,34,https://p.scdn.co/mp3-preview/54edbcd719fd4ee2c3de1502dc97b9d82f630a42?cid=38e2a4a43dbf4f63a749947cbcb26e74,Satori Negishi,STARGAZER ~Hoshi no Tobira,single,2020-02-02,1,https://i.scdn.co/image/ab67616d0000b273a115260a9ec7258478082efb
Winter Bear,174824,73,https://p.scdn.co/mp3-preview/80c408572e65ce89039c28ebed2f55d68eb2eae5?cid=38e2a4a43dbf4f63a749947cbcb26e74,V,Winter Bear,single,2019-08-10,1,https://i.scdn.co/image/ab67616d0000b273fdd911dc550c527e1725dbd4
Shadow gate to love,245573,31,https://p.scdn.co/mp3-preview/e00ce03f1fd9d8833cfb5ea7388104c9fcdd056d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Guilty Kiss,コワレヤスキ,single,2017-06-21,2,https://i.scdn.co/image/ab67616d0000b273b1207ae3cf35c8bdba6ef66d
ドレス,381200,53,https://p.scdn.co/mp3-preview/a4efd9ff1110d8d938682ef31ebc60544261da3f?cid=38e2a4a43dbf4f63a749947cbcb26e74,BUCK-TICK,darker than darkness style 93,album,1993-06-23,11,https://i.scdn.co/image/ab67616d0000b27309f9c70bd94c44e4fbf75259
"Prélude in C-Sharp Minor, Op. 3, No. 2",223600,46,,Sergei Rachmaninoff,Rachmaninoff plays Rachmaninoff - The Ampico Piano Recordings,album,1979-01-01,18,https://i.scdn.co/image/ab67616d0000b273cc24f3996ba6b3e6d75ef87b
Opening Credits Of The Series (Miraculous Ladybug V/A Remix),165573,44,https://p.scdn.co/mp3-preview/fff63c27fec7e9a6060c7bea078e4982a4f7d5ef?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,"Miraculous: Ladybug & Cat Noir, The Movie (Original Motion Picture Soundtrack)",compilation,2023-07-28,38,https://i.scdn.co/image/ab67616d0000b273b9577c63899470504a151059
Love Me Like You Do,253520,75,,Various Artists,Fifty Shades Freed (Original Motion Picture Soundtrack),compilation,2018-02-09,22,https://i.scdn.co/image/ab67616d0000b2736cd9798b6ace10ff98d1abdd
Case Closed (Detective Conan),152229,37,https://p.scdn.co/mp3-preview/741a965aef14a0b0a9568941975c3fb4dffb7fe8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Rustage,Case Closed (Detective Conan),single,2023-09-01,1,https://i.scdn.co/image/ab67616d0000b27396f158636cdca674184ff084
好き好き大好き - 2016 Remaster,214413,64,https://p.scdn.co/mp3-preview/3060bdc83398294b9afda1da4f34e08083fda642?cid=38e2a4a43dbf4f63a749947cbcb26e74,Jun Togawa,好き好き大好き,album,2016-12-21,8,https://i.scdn.co/image/ab67616d0000b273810e20181ee35112b2cd13e7
Yanagi Ni Kaze - rework,274572,32,https://p.scdn.co/mp3-preview/49dc2a1f6a2bbf9841d5b375c6aaacd9451a9a2d?cid=38e2a4a43dbf4f63a749947cbcb26e74,re:plus,Yanagi Ni Kaze (rework),single,2023-05-12,1,https://i.scdn.co/image/ab67616d0000b273d63ad396240b8092c8cd69f6
The Night Begins To Shine,230880,32,https://p.scdn.co/mp3-preview/5ec78d263f549c966972e89a93f3054b946592d8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Teen Titans Go! (Songs From The Night Begins To Shine Special),single,2017-07-28,5,https://i.scdn.co/image/ab67616d0000b273d1467f766b12209e2d124e38
錯覚CROSSROADS,299213,28,https://p.scdn.co/mp3-preview/48d32bd913c27f0504014b576687921de5eb8580?cid=38e2a4a43dbf4f63a749947cbcb26e74,BiBi,錯覚CROSSROADS,single,2016-01-20,2,https://i.scdn.co/image/ab67616d0000b2732d2755ca726801f1f0353fd8
"Vietnam: Tien Quan Ca (The Song of the Marching Troops), ""Soldiers of Vietnam, we go forward…"" [Olympic version] [arr. P. Breiner]",73586,6,https://p.scdn.co/mp3-preview/247a3bb2db068f974db4c60918ae3cdee742f4dd?cid=38e2a4a43dbf4f63a749947cbcb26e74,Slovak Radio Symphony Orchestra,"The Complete National Anthems of the World (2019 Edition), Vol. 10",album,2013-08-01,42,https://i.scdn.co/image/ab67616d0000b2735ae06238c634f0a5845be90c
"Ending Theme (From ""Pokémon Diamond & Pearl"") - Piano Version",84816,42,https://p.scdn.co/mp3-preview/b8f460d1de1af5e4e8fbb902aec4b196f9218c07?cid=38e2a4a43dbf4f63a749947cbcb26e74,Elden Tales,Pokémon Piano,album,2023-11-10,23,https://i.scdn.co/image/ab67616d0000b273b47015fc2a1dbe37e201304e
Bride Of Christ,435765,31,,Jesus Co.,Secret Place Sessions,album,2021-08-06,10,https://i.scdn.co/image/ab67616d0000b273422278fed9aef58df381ec8f
FOREVER LOST,256221,41,https://p.scdn.co/mp3-preview/7bb78204b5b9c08f6b438783ec8f134b4e2c1055?cid=38e2a4a43dbf4f63a749947cbcb26e74,MYTH & ROID,MYTH & ROID ベストアルバム「MUSEUM-THE BEST OF MYTH & ROID-」,compilation,2020-03-04,16,https://i.scdn.co/image/ab67616d0000b273b6fd356bedebb4493fe5b84f
Skyarrow Bridge,88000,33,https://p.scdn.co/mp3-preview/5e161fd051ef44664ebfca1311cefe3a763dead5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kunning Fox,"Back To Unova, Vol. II (Music From ""Pokémon Black & White"")",album,2021-02-21,35,https://i.scdn.co/image/ab67616d0000b27382c112d15f3f70a92a9f636a
Burning Pile,262173,74,https://p.scdn.co/mp3-preview/df8599c9cb7af22a14dbe0b43cba3515af95cf05?cid=38e2a4a43dbf4f63a749947cbcb26e74,Mother Mother,O My Heart,album,2008-09-23,12,https://i.scdn.co/image/ab67616d0000b273bf77ec4fe60aa3163d91e767
仮面ライダークウガ!,244946,39,https://p.scdn.co/mp3-preview/d5f0beaab86dd7c9fc84efc5723f62befeb65de8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,MASKED RIDER SERIES SONG COLLECTION 10 仮面ライダーZX・クウガ・アギト & レアトラックス,compilation,2011-11-30,12,https://i.scdn.co/image/ab67616d0000b273c4cb527ddf56ecc004eb0e30
Yu-Gi-Oh! Duel Monsters Theme,64500,27,https://p.scdn.co/mp3-preview/b40297c9e08f0f960972a6cbe51b50d1c83fc1e5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Coded Channel,"Remember the Themes: Manga, Anime and Other Cartoon Themes Reloaded 4",album,2021-11-09,10,https://i.scdn.co/image/ab67616d0000b2732afa0965349e10955a179eab
RANK SEN -HANGEKI-,118280,43,https://p.scdn.co/mp3-preview/733160e0ebebe5656e2cf421b4797ca3efce79fa?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kenji Kawai,TV ANIME [WORLD TRIGGER] ORIGINAL.SOUNDTRACK,album,2016-05-11,37,https://i.scdn.co/image/ab67616d0000b2739be4177793ad982b6c64c0da
My Mind,192400,34,https://p.scdn.co/mp3-preview/e2ededff6e8892e6df22348b71de3987b27d8812?cid=38e2a4a43dbf4f63a749947cbcb26e74,Nobuo Uematsu,FINAL FANTASY VIII Original Soundtrack,album,1999-03-01,73,https://i.scdn.co/image/ab67616d0000b2734a8f99efdff178f3bdabde2a
桃源恋歌,229920,45,https://p.scdn.co/mp3-preview/8ebd00adcec3540e264d79372e72c12b091bfb7c?cid=38e2a4a43dbf4f63a749947cbcb26e74,GARNiDELiA,G.R.N.D.,album,2018-03-28,13,https://i.scdn.co/image/ab67616d0000b2735ecb38d7306c1be74c583de5
Ice Cream (with Selena Gomez),177813,69,,BLACKPINK,THE ALBUM,album,2020-10-02,8,https://i.scdn.co/image/ab67616d0000b2737dd8f95320e8ef08aa121dfe
HiME-boshi,160720,28,https://p.scdn.co/mp3-preview/011f21ad67a65fc56867551c5e16bb3b78ac2407?cid=38e2a4a43dbf4f63a749947cbcb26e74,梶浦 由記,My-Hime Original Motion Picture Soundtrack Vol.1 - Hime,album,2004-12-22,24,https://i.scdn.co/image/ab67616d0000b273ac517fc4a8ca60557e439976
稲田姫様に叱られるから,107843,31,https://p.scdn.co/mp3-preview/9fb8dd55463da261a6e009f4bcda518b7de74c85?cid=38e2a4a43dbf4f63a749947cbcb26e74,上海アリス幻樂団,東方風神録 〜 Mountain of Faith. サウンドトラック,album,2007-08-17,18,https://i.scdn.co/image/ab67616d0000b27358d4b67b2616cb84e0abd3e2
Case Closed (Detective Conan),152229,37,https://p.scdn.co/mp3-preview/741a965aef14a0b0a9568941975c3fb4dffb7fe8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Rustage,Case Closed (Detective Conan),single,2023-09-01,1,https://i.scdn.co/image/ab67616d0000b27396f158636cdca674184ff084
制服が邪魔をする,285093,24,https://p.scdn.co/mp3-preview/e61c3652fd4b8f8e49ff10f75a39e73ce543837a?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKB48,SET LIST〜グレイテストソングス〜完全盤,album,2006,17,https://i.scdn.co/image/ab67616d0000b273a44f96f6deec33c7eaee8884
月下の夜想曲「Gekka no Yasoukyoku」,197683,47,https://p.scdn.co/mp3-preview/99e8d12fe91da262319c7322ba41d8048bbf221e?cid=38e2a4a43dbf4f63a749947cbcb26e74,HIKAYA,マリスミゼル「MALICE MIZER」(Cover Album),album,2022-12-24,11,https://i.scdn.co/image/ab67616d0000b2737879124efa42a2f9d4a2d3fd
Walk In The Lonely Night,296186,16,https://p.scdn.co/mp3-preview/4d11365af5db5dad2033bd3e98c905a4f5b82eaa?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Music-Kyun♪ Memories,compilation,2017-11-01,60,https://i.scdn.co/image/ab67616d0000b273ce9557d1a02566f84740f5d0
"Professor Sycamore’s Theme (From ""Pokémon X & Y"")",122153,30,https://p.scdn.co/mp3-preview/4a4f22ea7cc73aba9b1b4c333c0630238ad68d3e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Qumu,Year 1,album,2019-03-24,8,https://i.scdn.co/image/ab67616d0000b2737033ec6bdf6074ac3e100ebc
"Title Theme (From ""Fire Emblem, Genealogy of the Holy War"")",221541,6,https://p.scdn.co/mp3-preview/d670c68d42c214e3725a403d2786a2cc336dbe15?cid=38e2a4a43dbf4f63a749947cbcb26e74,Arcade Player,"Fire Emblem, Genealogy of the Holy War (Iconic Themes)",album,2022-02-09,33,https://i.scdn.co/image/ab67616d0000b273d4fab28881ab21757039fe65
ダダダダ天使,219000,50,https://p.scdn.co/mp3-preview/b76c6df45dda76a14a11d7445e9e79f4809ad5e3?cid=38e2a4a43dbf4f63a749947cbcb26e74,NANAOAKARI,フライングベスト〜知らないの？巷で噂のダメ天使〜,album,2018-10-02,15,https://i.scdn.co/image/ab67616d0000b2734669f677e8be828652297606
Kelingan Mantan,199053,75,https://p.scdn.co/mp3-preview/d3bfc74bb69f5a2be78541fd56efb9ed7d457d63?cid=38e2a4a43dbf4f63a749947cbcb26e74,NDX A.K.A.,NDX A.K.A. Familia,album,2017-01-01,12,https://i.scdn.co/image/ab67616d0000b273d5d3451105870cb1e065160f
Entralink,120500,18,https://p.scdn.co/mp3-preview/59b38ff049706ebae7a3e800bcd099d028336fb1?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kunning Fox,"Back To Unova, Vol. V (Music From ""Pokémon Black & White"")",album,2021-12-10,34,https://i.scdn.co/image/ab67616d0000b273b02604f46a48a9b00cc3889c
Blue Bird (Naruto),111848,61,https://p.scdn.co/mp3-preview/a06565707b8c7cc72c1f9fb36e42e873740fdce4?cid=38e2a4a43dbf4f63a749947cbcb26e74,Otaku,Anime Lofi Vol. 1,album,2021-03-12,10,https://i.scdn.co/image/ab67616d0000b273cbd6575a821e3a9bee15fc93
あなたに逢いたくて〜Missing You〜 - オリジナル歌手:松田 聖子 (カラオケ),330971,0,https://p.scdn.co/mp3-preview/e554806e9aec41565906a8ad78f254bdec16cff6?cid=38e2a4a43dbf4f63a749947cbcb26e74,KARAOKE KOTORI SOUND,カラオケ大全集 J-POP・歌謡曲 其の74 ― 松田 聖子/中森 明菜/小泉 今日子 ―,album,2017-01-19,11,https://i.scdn.co/image/ab67616d0000b2735233e672c1cc868975d3102d
Hana no Tou (from Lycoris Recoil) - Instrumental,93500,21,https://p.scdn.co/mp3-preview/75dd3fce25b57454ec13366e8f777de2efa24984?cid=38e2a4a43dbf4f63a749947cbcb26e74,Obento,Anime Beats,album,2023-05-12,12,https://i.scdn.co/image/ab67616d0000b273d85b71b40a5be567bc13de61
Bipolar Nightmare,300093,44,https://p.scdn.co/mp3-preview/022415bba59300f65ef642106ac2a84d7086998d?cid=38e2a4a43dbf4f63a749947cbcb26e74,SQUARE ENIX MUSIC,NieR:Automata Original Soundtrack,compilation,2017-03-29,46,https://i.scdn.co/image/ab67616d0000b273773ee134c736c4b5624977ed
Nobody Knows,195960,75,https://p.scdn.co/mp3-preview/4c5f39bbee03cb13e1d3f466d023b20cdeb8fb32?cid=38e2a4a43dbf4f63a749947cbcb26e74,KISS OF LIFE,Born to be XX,single,2023-11-08,7,https://i.scdn.co/image/ab67616d0000b27396d36aec71bf25f59df5cc96
言い訳Maybe,251173,41,https://p.scdn.co/mp3-preview/3dab2aa541f1c81f3fcff5e76aa80da7c89b9b10?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKB48,言い訳Maybe,single,2009-08-26,2,https://i.scdn.co/image/ab67616d0000b2736f444d86e45ad5d58376647d
"Sand Canyon, Stage 1 (From ""Kirby's Dream Land 3"")",148352,25,https://p.scdn.co/mp3-preview/0b34c4dc65f7cb8f77d5101e9189127b916bf356?cid=38e2a4a43dbf4f63a749947cbcb26e74,Arcade Player,"Kirby's Dream Land 3, The Themes",album,2020-09-25,23,https://i.scdn.co/image/ab67616d0000b27354c40ab9f3fce1efb53cc516
Crawling,208960,81,https://p.scdn.co/mp3-preview/757e39055aca3abc9157fe579869d63baca5a54e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Linkin Park,Hybrid Theory (Bonus Edition),album,2000-10-24,15,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
You Raise Me Up,271133,55,,Celtic Woman,Celtic Woman,album,2005-01-01,18,https://i.scdn.co/image/ab67616d0000b273716da2b75fb1c7bdb2dafc9e
Fields of hope,308333,18,https://p.scdn.co/mp3-preview/d63fbc73b20a89095b7dec3dbdc393c6f8eda7b0?cid=38e2a4a43dbf4f63a749947cbcb26e74,Toshihiko Sahashi,MOBILE SUIT GUNDAM SEED DESTINY Original Motion Picture Soundtrack 1,album,2004-12-16,30,https://i.scdn.co/image/ab67616d0000b27352527d4d442a5d605b83e92f
Tin Tower,35243,8,https://p.scdn.co/mp3-preview/c68677ae0fdd806ac802c661f5c85ea50e47b229?cid=38e2a4a43dbf4f63a749947cbcb26e74,Bitmaster,"Pokemon Gold, Silver & Crystal (Chiptune Renditions)",album,2022-01-28,88,https://i.scdn.co/image/ab67616d0000b273df696237eeb02393557d0f4b
Sudachi,138880,29,https://p.scdn.co/mp3-preview/ad39a8aad196271e971b90761e357d311f25ccc1?cid=38e2a4a43dbf4f63a749947cbcb26e74,yuhei miura,Sudachi,single,2021-07-16,1,https://i.scdn.co/image/ab67616d0000b27367cab1ea8e68e9aec9ca95fd
"No, Thank You! (From ""K-On!!"")",257493,46,https://p.scdn.co/mp3-preview/c6f024631c73e9a86343a069cf9060baa96b5111?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ho - Kago Tea Time,"No, Thank You! (From ""K-On!!"")",single,2017-03-23,4,https://i.scdn.co/image/ab67616d0000b273c236e7775f4ecffe4558c07b
good-bye declaration,172790,53,https://p.scdn.co/mp3-preview/c2ef930d29af6aa9fbd63c4b180fa9304ca2c08f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Chinozo,The Deluge,album,2020-11-15,12,https://i.scdn.co/image/ab67616d0000b2734aea0b70053a9e3dd4462ea0
Flamingo,196386,64,https://p.scdn.co/mp3-preview/d260602bf392913d7f20424a13c097d09a3b55f3?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kenshi Yonezu,STRAY SHEEP,album,2020-08-05,15,https://i.scdn.co/image/ab67616d0000b273775e8184725e0fb89337dd9a
Staff Roll,205473,17,https://p.scdn.co/mp3-preview/9f6503b68c677599151ded4eadeb1596352be884?cid=38e2a4a43dbf4f63a749947cbcb26e74,405Okced,Super Paper Mario Wii (Original Game Soundtrack),album,2023-05-18,13,https://i.scdn.co/image/ab67616d0000b273ad5a88cee63c73248d298a22
Spiracle,179815,59,https://p.scdn.co/mp3-preview/1ec6ccfc682aff9b0f11d35e73d997bbc94defd0?cid=38e2a4a43dbf4f63a749947cbcb26e74,Flower Face,The Shark in Your Water,album,2022-05-27,10,https://i.scdn.co/image/ab67616d0000b273c5eb6ea693bf928ca3e13661
WHAT'S WRONG ?,228992,37,https://p.scdn.co/mp3-preview/7840f12098ba55338527769d2d06b780523bec97?cid=38e2a4a43dbf4f63a749947cbcb26e74,iKON,DEBUT FULL ALBUM [WELCOME BACK],album,2015-12-24,11,https://i.scdn.co/image/ab67616d0000b273e63561db5eb8d0b4b41d129f
Marionette,358079,37,https://p.scdn.co/mp3-preview/d69328b8bb6c30939d9a53ebce75e8ff0d126d3f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Guilty Gear Xrd -Sign- Original Sound Track,compilation,2015-03-27,73,https://i.scdn.co/image/ab67616d0000b273d2aef3a3145992dd8820e10d
Kaze wa Yokoku naku Fuku (Live Ver.),370933,10,https://p.scdn.co/mp3-preview/9d94da2298e4b8da0f0e5042440db8f5f11d7491?cid=38e2a4a43dbf4f63a749947cbcb26e74,Walkure,[Macross Delta] Live Best Album [Absolute LIVE!!!!!] Vol.2 LIVE from Walkure Trap!,album,2023-05-17,12,https://i.scdn.co/image/ab67616d0000b273fc7059a147e26a35984df70a
Do I Wanna Know?,272394,90,https://p.scdn.co/mp3-preview/006bc465fe3d1c04dae93a050eca9d402a7322b8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Arctic Monkeys,AM,album,2013-09-09,12,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
PROMISE,342426,21,https://p.scdn.co/mp3-preview/b585c1ddb97b2623576f2658312e2b1cc4bd8b28?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kosuke Yamashita,The World is Still Beautiful Original Soundtrack,album,2014-05-21,32,https://i.scdn.co/image/ab67616d0000b273ff2cc21d3b81e99778e87884
Innocent ~Mujaki na Mama de~ (Digimon Frontier but it's lofi),87428,22,https://p.scdn.co/mp3-preview/96312a0b8665a101be4a6f488163a149d91778bd?cid=38e2a4a43dbf4f63a749947cbcb26e74,Sad Gatomon,Innocent ~Mujaki na Mama de~,single,2023-11-17,1,https://i.scdn.co/image/ab67616d0000b273f995a19c27f5f0064e2c1ec4
Chill Jailbreak Alarm to Study and Relax to,24000,7,https://p.scdn.co/mp3-preview/98a5456ad4d5d3f26fc4cb7cdafaf565aef9fe29?cid=38e2a4a43dbf4f63a749947cbcb26e74,Toby Fox,DELTARUNE Chapter 2 (Original Game Soundtrack),album,2021-09-17,47,https://i.scdn.co/image/ab67616d0000b2734e48efe54e29fa5dc5e0a0d6
